Scenario_ID,Scenario_Type,Date,Event_date,Date_type,Event_Type,Process_Area,Loss_Amount_(kUSD),Frequency_(Nk),Severity_(Xi),OpVar_(%),ML,GDP_(%),VIX,Target,Loss_Outlier_Flag,Data_Quality_Flag
OLE-0831,OLE,09-02-2022,09-02-2022,Actual,System Failure,E-Banking,55.26,1,1.32,1.24,1,3.8,22,2,Normal,Good
OLE-0120,OLE,04-10-2022,04-10-2022,Actual,System Failure,E-Banking,57.24,2,0.81,0.66,1,2.5,22,2,Normal,Good
OLE-0657,OLE,14-09-2023,14-09-2023,Actual,System Failure,ATM Network,49.86,2,1.1,1.32,1,2.9,24,1,Normal,Good
ALE-1017,ALE,Synth-2022,Null,Synthetic,Data Breach,E-Banking,230.26,3,1.98,2.91,2.99,2.8,18,2,Normal,Good
ALE-1244,ALE,Synth-2022,Null,Synthetic,Phishing,E-Banking,117.25,5,0.83,3.22,3.55,3.8,21,0,Normal,Good
OLE-0636,OLE,24-06-2022,24-06-2022,Actual,Cyber-Fraud,Payments,5,3,1.06,1.49,1,3.7,15,2,Normal,Good
OLE-0370,OLE,07-04-2022,07-04-2022,Actual,Cyber-Fraud,E-Banking,58.95,1,1.2,1.25,1,3.4,16,0,Normal,Good
OLE-0269,OLE,18-03-2023,18-03-2023,Actual,Data Breach,Payments,24.07,3,0.4,1.31,1,3.8,17,0,Normal,Good
OLE-0656,OLE,31-01-2022,31-01-2022,Actual,Data Breach,Retail Banking,66.05,2,1.16,0.77,1,3,24,0,Normal,Good
ALE-0078,ALE,Synth-2022,Null,Synthetic,Tech Failure,Payments,109.99,5,1.78,1.99,2.22,3.2,21,0,Normal,Good
OLE-0823,OLE,03-03-2022,03-03-2022,Actual,System Failure,Retail Banking,30.77,2,1.26,1.06,1,3.6,16,0,Normal,Good
ALE-0009,ALE,Synth-2022,Null,Synthetic,Phishing,ATM Network,157.8,1,2.86,3.12,2.24,3,21,0,Normal,Good
OLE-0047,OLE,01-07-2023,01-07-2023,Actual,System Failure,E-Banking,60.96,4,1.32,0.71,1,3.9,23,1,Normal,Good
ALE-0516,ALE,Synth-2022,Null,Synthetic,Cyber-Fraud,Payments,69.57,5,2.04,2.28,2.74,3.8,16,0,Normal,Good
ALE-1076,ALE,Synth-2022,Null,Synthetic,Phishing,Online Services,339.25,2,1.97,1.51,1.04,3.8,16,2,Normal,Good
ALE-0134,ALE,Synth-2022,Null,Synthetic,System Failure,Payments,115.88,1,1.52,2.6,1.84,2.5,18,1,Normal,Good
ALE-0019,ALE,Synth-2022,Null,Synthetic,System Failure,Payments,229.11,5,1.47,2.28,2.3,3.2,15,1,Normal,Good
OLE-0774,OLE,01-12-2022,01-12-2022,Actual,System Failure,Retail Banking,119.18,3,0.93,1.22,1,3.4,18,1,Normal,Good
ALE-0362,ALE,Synth-2022,Null,Synthetic,Data Breach,Online Services,224.78,2,0.9,2.11,1.93,3.2,26,2,Normal,Good
ALE-0269,ALE,Synth-2022,Null,Synthetic,System Failure,E-Banking,70.05,5,0.94,2.52,2.04,3.3,24,1,Normal,Good
OLE-0005,OLE,20-03-2022,20-03-2022,Actual,Data Breach,Payments,45.1,3,1.44,0.75,1,3,22,2,Normal,Good
ALE-1162,ALE,Synth-2022,Null,Synthetic,Cyber-Fraud,Retail Banking,194.49,2,2.64,1.28,1.3,3.2,26,2,Normal,Good
ALE-0146,ALE,Synth-2022,Null,Synthetic,Data Breach,Retail Banking,233.38,2,2.74,3.5,3.61,3.6,18,0,Normal,Good
ALE-1031,ALE,Synth-2022,Null,Synthetic,Tech Failure,Online Services,132.5,5,0.88,3.35,2.77,2.9,29,1,Normal,Good
ALE-1093,ALE,Synth-2022,Null,Synthetic,System Failure,ATM Network,261.29,3,2.04,3.24,2.56,3.5,21,0,Normal,Good
OLE-0264,OLE,20-11-2023,20-11-2023,Actual,System Failure,E-Banking,31.16,3,0.75,1.06,1,3.2,19,0,Normal,Good
ALE-0921,ALE,Synth-2022,Null,Synthetic,Data Breach,Retail Banking,85.24,2,2.93,2.75,3.03,2.7,16,1,Normal,Good
OLE-0613,OLE,26-08-2023,26-08-2023,Actual,Cyber-Fraud,E-Banking,29.73,1,1.01,1.32,1,3.1,21,2,Normal,Good
OLE-0444,OLE,29-07-2022,29-07-2022,Actual,Data Breach,E-Banking,72.69,3,1.27,1.08,1,3.6,21,2,Normal,Good
ALE-0145,ALE,Synth-2022,Null,Synthetic,Cyber-Fraud,E-Banking,197.05,2,2.89,1.35,1.1,2.6,17,1,Normal,Good
ALE-0220,ALE,Synth-2022,Null,Synthetic,System Failure,E-Banking,113.26,1,1.17,1.93,1.76,3,20,1,Normal,Good
OLE-0838,OLE,08-12-2023,08-12-2023,Actual,Cyber-Fraud,ATM Network,5,1,0.96,1.33,1,3,14,0,Normal,Good
ALE-1220,ALE,Synth-2022,Null,Synthetic,Phishing,Payments,167.27,4,2.16,2.73,1.85,2.7,18,0,Normal,Good
OLE-0305,OLE,06-06-2023,06-06-2023,Actual,Data Breach,Retail Banking,5,2,1.24,1.25,1,3.7,23,0,Normal,Good
ALE-0508,ALE,Synth-2022,Null,Synthetic,Tech Failure,Retail Banking,237.25,4,2.04,1.68,1.15,3,16,2,Normal,Good
ALE-0908,ALE,Synth-2022,Null,Synthetic,Cyber-Fraud,E-Banking,225.99,1,2.98,2.42,1.89,2.9,17,0,Normal,Good
OLE-0314,OLE,30-12-2023,30-12-2023,Actual,Cyber-Fraud,Payments,13.02,4,0.74,0.93,1,2.5,19,1,Normal,Good
OLE-0150,OLE,11-04-2022,11-04-2022,Actual,Tech Failure,Retail Banking,32.29,5,0.61,1.17,1,2.9,23,2,Normal,Good
ALE-0291,ALE,Synth-2022,Null,Synthetic,Cyber-Fraud,Online Services,55.65,3,1.05,2.43,2.79,3.8,16,1,Normal,Good
ALE-0356,ALE,Synth-2022,Null,Synthetic,Data Breach,Online Services,10,3,2.9,1.69,1.45,3.6,28,0,Normal,Good
OLE-0575,OLE,17-05-2023,17-05-2023,Actual,Tech Failure,Retail Banking,121.72,1,0.81,0.57,1,2.7,23,2,Normal,Good
ALE-0831,ALE,Synth-2022,Null,Synthetic,Data Breach,Payments,10,4,2.38,2.48,2.95,2.8,27,1,Normal,Good
OLE-0051,OLE,15-09-2022,15-09-2022,Actual,Data Breach,Payments,49.25,5,0.68,1.45,1,3.7,18,1,Normal,Good
ALE-0903,ALE,Synth-2022,Null,Synthetic,System Failure,ATM Network,246.1,2,2.56,2.69,3.35,2.9,25,0,Normal,Good
OLE-0727,OLE,05-03-2022,05-03-2022,Actual,Tech Failure,ATM Network,56.15,2,0.7,0.61,1,2.9,18,2,Normal,Good
OLE-0834,OLE,04-09-2023,04-09-2023,Actual,Tech Failure,E-Banking,44.5,5,0.64,1.29,1,3.9,17,0,Normal,Good
ALE-0520,ALE,Synth-2022,Null,Synthetic,Cyber-Fraud,Payments,191.66,1,2.66,1.91,1.28,2.6,16,1,Normal,Good
ALE-0258,ALE,Synth-2022,Null,Synthetic,Tech Failure,E-Banking,207.26,1,2.8,3.15,2.76,2.6,21,1,Normal,Good
ALE-0309,ALE,Synth-2022,Null,Synthetic,Phishing,Payments,233,1,1.21,2.66,1.94,3.5,26,2,Normal,Good
OLE-0471,OLE,16-01-2022,16-01-2022,Actual,System Failure,Retail Banking,36.36,4,1.48,1.3,1,3.6,22,0,Normal,Good
ALE-0114,ALE,Synth-2022,Null,Synthetic,Cyber-Fraud,E-Banking,140.83,5,2.81,1.68,1.33,2.6,26,0,Normal,Good
OLE-0654,OLE,03-08-2022,03-08-2022,Actual,Tech Failure,E-Banking,62.58,2,0.86,1.28,1,3.9,15,1,Normal,Good
OLE-0400,OLE,18-08-2023,18-08-2023,Actual,Cyber-Fraud,E-Banking,44.8,1,0.82,0.8,1,2.8,23,2,Normal,Good
OLE-0512,OLE,14-09-2022,14-09-2022,Actual,System Failure,Payments,52.19,3,1.3,1.05,1,2.8,17,0,Normal,Good
OLE-0321,OLE,21-03-2023,21-03-2023,Actual,Tech Failure,ATM Network,19.05,3,0.31,1.44,1,3.1,23,2,Normal,Good
OLE-0020,OLE,01-02-2023,01-02-2023,Actual,Tech Failure,E-Banking,19.14,4,0.96,1.1,1,3.3,16,1,Normal,Good
OLE-0685,OLE,18-01-2022,18-01-2022,Actual,Cyber-Fraud,Retail Banking,73.76,1,1.27,0.58,1,3.1,14,0,Normal,Good
OLE-0036,OLE,27-02-2022,27-02-2022,Actual,Tech Failure,Payments,30.71,3,1.02,1.18,1,3.2,20,0,Normal,Good
ALE-0045,ALE,Synth-2022,Null,Synthetic,Data Breach,ATM Network,92.91,4,1.43,3.24,3.06,2.7,20,2,Normal,Good
ALE-1155,ALE,Synth-2022,Null,Synthetic,Tech Failure,ATM Network,275.34,1,1.68,2.3,1.55,3,19,1,Normal,Good
OLE-0828,OLE,17-01-2023,17-01-2023,Actual,Data Breach,Retail Banking,74.31,5,1.02,0.59,1,3,14,1,Normal,Good
ALE-1178,ALE,Synth-2022,Null,Synthetic,Data Breach,Payments,156.02,3,1.76,2.03,1.7,2.9,15,1,Normal,Good
OLE-0408,OLE,12-01-2023,12-01-2023,Actual,Data Breach,E-Banking,19.37,5,0.41,0.69,1,2.6,18,1,Normal,Good
ALE-0063,ALE,Synth-2022,Null,Synthetic,Cyber-Fraud,Online Services,21.73,1,0.97,2.41,2.23,3.4,23,2,Normal,Good
OLE-0538,OLE,14-10-2022,14-10-2022,Actual,System Failure,Retail Banking,23.06,5,0.78,1.29,1,2.8,14,2,Normal,Good
OLE-0759,OLE,26-11-2022,26-11-2022,Actual,System Failure,E-Banking,54.16,5,0.98,1.26,1,3.6,14,1,Normal,Good
ALE-0848,ALE,Synth-2022,Null,Synthetic,Data Breach,Retail Banking,119.3,2,1.43,1.65,1.11,3,16,2,Normal,Good
ALE-1243,ALE,Synth-2022,Null,Synthetic,Tech Failure,Online Services,146.15,5,2.16,2.63,3.18,2.9,22,1,Normal,Good
ALE-0205,ALE,Synth-2022,Null,Synthetic,Phishing,ATM Network,95.89,3,2.07,2.02,2.03,3.7,19,0,Normal,Good
ALE-0342,ALE,Synth-2022,Null,Synthetic,Cyber-Fraud,E-Banking,244.51,1,2.48,2.44,2.74,3.3,17,1,Normal,Good
OLE-0246,OLE,05-07-2023,05-07-2023,Actual,System Failure,ATM Network,5,1,0.51,1.47,1,3.2,15,2,Normal,Good
ALE-0559,ALE,Synth-2022,Null,Synthetic,Tech Failure,ATM Network,64.16,4,2.43,2.23,1.53,3.6,26,1,Normal,Good
ALE-0270,ALE,Synth-2022,Null,Synthetic,Cyber-Fraud,E-Banking,146.13,4,0.83,2.8,2.56,3.3,27,0,Normal,Good
OLE-0785,OLE,19-11-2022,19-11-2022,Actual,Data Breach,Retail Banking,16.95,5,0.95,1.47,1,3.2,24,1,Normal,Good
ALE-1113,ALE,Synth-2022,Null,Synthetic,Data Breach,Online Services,110.22,3,2,3.14,3.42,3,22,2,Normal,Good
OLE-0490,OLE,10-11-2023,10-11-2023,Actual,Cyber-Fraud,Payments,11.02,1,0.54,0.52,1,3.8,24,1,Normal,Good
OLE-0155,OLE,30-07-2023,30-07-2023,Actual,Cyber-Fraud,ATM Network,51.75,2,0.31,0.92,1,2.9,14,2,Normal,Good
ALE-0805,ALE,Synth-2022,Null,Synthetic,Data Breach,Retail Banking,154.59,1,1.18,1.33,1.06,3.8,18,1,Normal,Good
ALE-0104,ALE,Synth-2022,Null,Synthetic,Tech Failure,Retail Banking,303.99,1,0.87,2.87,2.07,3.1,27,0,Normal,Good
ALE-0829,ALE,Synth-2022,Null,Synthetic,Phishing,E-Banking,201.99,5,2.72,1.69,1.54,3.9,21,1,Normal,Good
OLE-0854,OLE,13-11-2023,13-11-2023,Actual,Cyber-Fraud,Retail Banking,26.89,4,0.73,0.65,1,3.3,22,2,Normal,Good
ALE-0454,ALE,Synth-2022,Null,Synthetic,Phishing,E-Banking,77.54,5,2.18,3.44,3.33,2.7,16,1,Normal,Good
OLE-0626,OLE,27-11-2022,27-11-2022,Actual,Data Breach,ATM Network,61.31,4,0.69,1.39,1,2.7,19,2,Normal,Good
OLE-0686,OLE,03-01-2023,03-01-2023,Actual,Data Breach,Payments,32.88,4,1.22,1.13,1,4,22,1,Normal,Good
ALE-0913,ALE,Synth-2022,Null,Synthetic,System Failure,ATM Network,84.54,3,2.99,3.37,2.65,3.6,17,1,Normal,Good
OLE-0570,OLE,31-10-2023,31-10-2023,Actual,Tech Failure,Retail Banking,76.68,3,0.88,0.52,1,2.9,15,1,Normal,Good
OLE-0566,OLE,14-07-2022,14-07-2022,Actual,Data Breach,Payments,67.12,2,1.1,0.94,1,3.9,23,1,Normal,Good
ALE-0901,ALE,Synth-2022,Null,Synthetic,Tech Failure,ATM Network,129.21,5,1.66,3.41,3.3,3.7,28,1,Normal,Good
OLE-0018,OLE,11-02-2022,11-02-2022,Actual,Cyber-Fraud,E-Banking,34.77,2,1.21,1.3,1,3.2,24,0,Normal,Good
OLE-0128,OLE,29-09-2022,29-09-2022,Actual,System Failure,Payments,42.23,1,0.56,0.86,1,2.6,22,0,Normal,Good
ALE-0489,ALE,Synth-2022,Null,Synthetic,Data Breach,ATM Network,138.73,1,1.73,2.26,2.78,2.5,22,1,Normal,Good
ALE-0422,ALE,Synth-2022,Null,Synthetic,Tech Failure,E-Banking,185.77,4,1.77,3.39,2.77,2.8,29,1,Normal,Good
ALE-1273,ALE,Synth-2022,Null,Synthetic,System Failure,Retail Banking,175.03,2,2.88,1.46,1.31,2.8,17,1,Normal,Good
ALE-0070,ALE,Synth-2022,Null,Synthetic,System Failure,Retail Banking,248.19,5,1.21,2.7,2.99,3.3,29,0,Normal,Good
ALE-0123,ALE,Synth-2022,Null,Synthetic,Data Breach,ATM Network,76.14,1,0.88,1.48,0.99,3,26,0,Normal,Good
OLE-0253,OLE,25-08-2022,25-08-2022,Actual,Data Breach,ATM Network,55.61,4,1.05,0.82,1,3.7,22,0,Normal,Good
OLE-0191,OLE,05-04-2022,05-04-2022,Actual,System Failure,E-Banking,15.33,2,0.78,0.66,1,3.8,21,1,Normal,Good
ALE-0282,ALE,Synth-2022,Null,Synthetic,System Failure,ATM Network,118.96,2,2.04,1.98,1.93,3.5,19,1,Normal,Good
ALE-0135,ALE,Synth-2022,Null,Synthetic,Data Breach,Retail Banking,120.04,2,1.81,2.46,1.73,2.7,20,2,Normal,Good
OLE-0700,OLE,15-03-2022,15-03-2022,Actual,System Failure,ATM Network,107.05,2,1.16,1.09,1,3.2,23,0,Normal,Good
ALE-1018,ALE,Synth-2022,Null,Synthetic,Phishing,E-Banking,233,1,1.11,2.51,1.91,3.3,29,0,Normal,Good
OLE-0607,OLE,16-03-2023,16-03-2023,Actual,System Failure,Retail Banking,47.85,2,1.15,1.48,1,2.6,21,0,Normal,Good
OLE-0181,OLE,27-04-2023,27-04-2023,Actual,System Failure,ATM Network,78.59,3,1.19,1.33,1,3.6,18,0,Normal,Good
OLE-0302,OLE,13-09-2022,13-09-2022,Actual,Data Breach,E-Banking,60.68,5,0.84,0.57,1,3.6,21,2,Normal,Good
OLE-0497,OLE,26-08-2023,26-08-2023,Actual,Data Breach,Payments,24.99,1,1.36,0.55,1,2.8,22,1,Normal,Good
ALE-1063,ALE,Synth-2022,Null,Synthetic,Phishing,Payments,213.3,5,1.52,1.33,0.96,2.6,19,0,Normal,Good
ALE-1078,ALE,Synth-2022,Null,Synthetic,Phishing,Payments,146.33,2,1.98,2.48,2.84,3.9,23,1,Normal,Good
ALE-1023,ALE,Synth-2022,Null,Synthetic,Tech Failure,Payments,142.09,4,0.85,2.65,2.19,4,28,0,Normal,Good
ALE-1142,ALE,Synth-2022,Null,Synthetic,Data Breach,ATM Network,154.25,1,2.76,2.49,2.38,3.4,22,1,Normal,Good
ALE-0997,ALE,Synth-2022,Null,Synthetic,Tech Failure,Retail Banking,97.97,5,1.89,2.94,2.52,2.9,15,1,Normal,Good
OLE-0518,OLE,21-01-2022,21-01-2022,Actual,Cyber-Fraud,Retail Banking,51.18,5,0.8,0.56,1,3.1,15,0,Normal,Good
ALE-0539,ALE,Synth-2022,Null,Synthetic,Data Breach,ATM Network,130.5,4,1.08,2.8,2.43,2.5,25,0,Normal,Good
ALE-0212,ALE,Synth-2022,Null,Synthetic,Phishing,Retail Banking,30.33,2,1.2,2.78,2.33,3.8,28,0,Normal,Good
OLE-0477,OLE,09-09-2022,09-09-2022,Actual,Tech Failure,Payments,85.42,3,0.69,1.19,1,3.9,21,0,Normal,Good
OLE-0158,OLE,02-07-2022,02-07-2022,Actual,System Failure,Payments,39.94,4,0.57,0.88,1,3.2,22,2,Normal,Good
ALE-0386,ALE,Synth-2022,Null,Synthetic,Tech Failure,Retail Banking,234.13,5,2.41,1.37,1.1,3.7,27,0,Normal,Good
ALE-0338,ALE,Synth-2022,Null,Synthetic,Phishing,E-Banking,297.57,2,2.57,3.02,2.5,3.7,22,1,Normal,Good
OLE-0017,OLE,04-11-2022,04-11-2022,Actual,Cyber-Fraud,Payments,42.14,3,1.35,0.9,1,3,19,2,Normal,Good
ALE-0678,ALE,Synth-2022,Null,Synthetic,Phishing,Payments,163.09,2,2.53,2.26,1.51,3.8,28,1,Normal,Good
ALE-0215,ALE,Synth-2022,Null,Synthetic,Data Breach,ATM Network,313.57,5,1.36,2.2,1.89,2.9,20,2,Normal,Good
ALE-1275,ALE,Synth-2022,Null,Synthetic,Phishing,Retail Banking,298.62,2,2.35,1.55,1.44,2.6,27,2,Normal,Good
OLE-0547,OLE,22-10-2022,22-10-2022,Actual,System Failure,Payments,40.44,4,0.45,0.81,1,3.9,18,1,Normal,Good
ALE-0682,ALE,Synth-2022,Null,Synthetic,Data Breach,ATM Network,265.93,1,0.83,3.06,2.1,3.7,22,2,Normal,Good
OLE-0659,OLE,09-04-2023,09-04-2023,Actual,Tech Failure,Payments,71.6,5,1.21,0.55,1,3.8,15,0,Normal,Good
ALE-0981,ALE,Synth-2022,Null,Synthetic,System Failure,Retail Banking,95.43,3,0.84,3.42,3.78,3.7,19,0,Normal,Good
ALE-0162,ALE,Synth-2022,Null,Synthetic,Data Breach,Retail Banking,192.29,2,2.14,2.55,2.41,3.2,21,2,Normal,Good
ALE-1194,ALE,Synth-2022,Null,Synthetic,Data Breach,E-Banking,160.97,3,2.42,2.89,3.4,3.8,17,2,Normal,Good
ALE-0647,ALE,Synth-2022,Null,Synthetic,Data Breach,E-Banking,67.6,5,1.65,3.12,2.13,3.7,27,2,Normal,Good
ALE-0102,ALE,Synth-2022,Null,Synthetic,System Failure,E-Banking,105.22,5,2.76,2.51,1.83,3.7,26,0,Normal,Good
ALE-1231,ALE,Synth-2022,Null,Synthetic,Phishing,Retail Banking,165.19,4,1.8,1.49,1.09,3.3,25,0,Normal,Good
OLE-0284,OLE,19-05-2023,19-05-2023,Actual,Cyber-Fraud,Payments,25.24,5,0.67,1.41,1,3.9,17,1,Normal,Good
ALE-0775,ALE,Synth-2022,Null,Synthetic,Cyber-Fraud,Online Services,162.5,5,1.36,1.41,1.65,3.1,20,1,Normal,Good
OLE-0798,OLE,10-09-2023,10-09-2023,Actual,Data Breach,E-Banking,30.23,5,1.33,0.73,1,2.7,19,0,Normal,Good
ALE-0982,ALE,Synth-2022,Null,Synthetic,Tech Failure,Payments,127.51,5,2.1,2.44,2.13,3.3,28,0,Normal,Good
OLE-0226,OLE,29-10-2023,29-10-2023,Actual,Tech Failure,Retail Banking,64.17,4,1.41,0.73,1,3.5,21,1,Normal,Good
OLE-0027,OLE,10-10-2023,10-10-2023,Actual,System Failure,E-Banking,95.44,1,1.47,1.32,1,3.3,20,2,Normal,Good
ALE-1147,ALE,Synth-2022,Null,Synthetic,Data Breach,ATM Network,10,3,2.16,3.31,2.94,2.7,24,2,Normal,Good
ALE-0942,ALE,Synth-2022,Null,Synthetic,Data Breach,ATM Network,53.68,3,1.35,1.67,1.87,3.1,25,2,Normal,Good
OLE-0438,OLE,05-03-2022,05-03-2022,Actual,Tech Failure,Retail Banking,5,3,1.19,1.17,1,2.7,17,0,Normal,Good
ALE-1263,ALE,Synth-2022,Null,Synthetic,Tech Failure,Retail Banking,284.08,2,0.96,1.67,1.93,2.6,26,2,Normal,Good
ALE-0531,ALE,Synth-2022,Null,Synthetic,Cyber-Fraud,Payments,86.41,1,2.09,2.01,1.77,3.4,23,1,Normal,Good
OLE-0230,OLE,24-06-2023,24-06-2023,Actual,Tech Failure,Payments,57.26,5,0.6,1.06,1,3,17,0,Normal,Good
OLE-0038,OLE,06-07-2022,06-07-2022,Actual,Data Breach,Retail Banking,98.85,1,0.57,0.85,1,2.6,14,1,Normal,Good
ALE-0836,ALE,Synth-2022,Null,Synthetic,Cyber-Fraud,Online Services,146.91,5,2.74,3.37,3.83,3.8,26,0,Normal,Good
OLE-0750,OLE,10-10-2022,10-10-2022,Actual,System Failure,E-Banking,5,4,0.36,0.68,1,3.9,23,1,Normal,Good
ALE-0188,ALE,Synth-2022,Null,Synthetic,Phishing,Payments,186.86,1,2.33,1.99,2.27,2.6,24,0,Normal,Good
ALE-0541,ALE,Synth-2022,Null,Synthetic,Tech Failure,Retail Banking,255.55,1,2.06,3.25,2.59,3.2,16,0,Normal,Good
OLE-0470,OLE,16-02-2022,16-02-2022,Actual,System Failure,ATM Network,50.25,2,0.52,1.04,1,3.5,14,1,Normal,Good
ALE-1059,ALE,Synth-2022,Null,Synthetic,Cyber-Fraud,E-Banking,201.9,4,2.29,2.71,2.85,2.7,15,0,Normal,Good
ALE-1272,ALE,Synth-2022,Null,Synthetic,Cyber-Fraud,Retail Banking,206.55,2,1.15,2.7,2.69,4,24,1,Normal,Good
OLE-0688,OLE,24-01-2022,24-01-2022,Actual,System Failure,E-Banking,24.52,2,1.48,1.13,1,3.1,20,2,Normal,Good
ALE-0199,ALE,Synth-2022,Null,Synthetic,Data Breach,Retail Banking,196.36,2,2.22,3.11,3.73,3.8,15,1,Normal,Good
OLE-0640,OLE,19-08-2023,19-08-2023,Actual,Tech Failure,Retail Banking,30.63,2,1.06,1.02,1,2.6,24,0,Normal,Good
ALE-1081,ALE,Synth-2022,Null,Synthetic,Tech Failure,Online Services,173.17,1,1.24,2.41,2.05,3.2,20,1,Normal,Good
ALE-0361,ALE,Synth-2022,Null,Synthetic,Cyber-Fraud,ATM Network,272.6,1,0.87,2.56,2.75,3,21,1,Normal,Good
ALE-0301,ALE,Synth-2022,Null,Synthetic,Tech Failure,Retail Banking,223.15,5,2.72,1.86,2.16,3.9,18,1,Normal,Good
ALE-0558,ALE,Synth-2022,Null,Synthetic,Tech Failure,Online Services,92.22,2,2.81,1.41,1.08,2.7,15,1,Normal,Good
ALE-0670,ALE,Synth-2022,Null,Synthetic,Cyber-Fraud,Retail Banking,102.08,2,1.29,3.47,3.42,2.7,19,1,Normal,Good
ALE-1016,ALE,Synth-2022,Null,Synthetic,System Failure,Retail Banking,89.71,5,2.78,1.9,1.65,3.1,27,2,Normal,Good
ALE-0443,ALE,Synth-2022,Null,Synthetic,Data Breach,Payments,173.87,4,1.76,1.66,1.9,3.2,23,0,Normal,Good
ALE-1199,ALE,Synth-2022,Null,Synthetic,Cyber-Fraud,ATM Network,156.58,5,0.9,2.43,1.88,2.7,27,0,Normal,Good
OLE-0801,OLE,01-09-2022,01-09-2022,Actual,Cyber-Fraud,ATM Network,15.56,2,0.83,0.83,1,3.3,17,0,Normal,Good
ALE-0746,ALE,Synth-2022,Null,Synthetic,System Failure,ATM Network,148.27,4,1.4,2.53,1.96,3.5,27,2,Normal,Good
OLE-0161,OLE,20-09-2022,20-09-2022,Actual,Data Breach,Retail Banking,33.13,3,0.67,1.18,1,3.4,15,1,Normal,Good
ALE-0847,ALE,Synth-2022,Null,Synthetic,Cyber-Fraud,Retail Banking,85.32,3,2.09,1.83,2.22,3.7,23,1,Normal,Good
ALE-0099,ALE,Synth-2022,Null,Synthetic,System Failure,Payments,168.71,4,0.89,2.41,1.7,3.8,17,2,Normal,Good
ALE-0886,ALE,Synth-2022,Null,Synthetic,System Failure,Retail Banking,165.95,5,1.48,2.37,1.69,3.1,24,0,Normal,Good
ALE-0329,ALE,Synth-2022,Null,Synthetic,Tech Failure,E-Banking,275.55,2,1.89,3.23,3,2.9,19,1,Normal,Good
OLE-0822,OLE,03-01-2023,03-01-2023,Actual,System Failure,E-Banking,5,2,0.78,0.8,1,3.5,16,1,Normal,Good
ALE-0872,ALE,Synth-2022,Null,Synthetic,Cyber-Fraud,Payments,25.12,1,1.26,2.2,1.76,2.9,18,1,Normal,Good
ALE-1046,ALE,Synth-2022,Null,Synthetic,System Failure,Retail Banking,98.17,5,2.38,1.44,1.49,2.8,26,1,Normal,Good
ALE-0020,ALE,Synth-2022,Null,Synthetic,Phishing,ATM Network,147.3,1,1.69,2.26,2.79,2.9,28,0,Normal,Good
ALE-0056,ALE,Synth-2022,Null,Synthetic,Tech Failure,ATM Network,165.87,1,1.47,2.03,2.4,4,20,1,Normal,Good
OLE-0153,OLE,06-06-2023,06-06-2023,Actual,Data Breach,Payments,65.36,5,1.11,0.86,1,3.4,23,1,Normal,Good
OLE-0099,OLE,14-06-2022,14-06-2022,Actual,System Failure,Retail Banking,99.84,1,0.49,1.11,1,2.7,17,0,Normal,Good
ALE-1153,ALE,Synth-2022,Null,Synthetic,Phishing,E-Banking,188.8,3,2.46,2.06,1.81,3.1,29,2,Normal,Good
OLE-0510,OLE,14-03-2023,14-03-2023,Actual,Cyber-Fraud,E-Banking,32.95,1,1.48,1.1,1,2.6,19,2,Normal,Good
ALE-0278,ALE,Synth-2022,Null,Synthetic,Cyber-Fraud,Retail Banking,167.32,5,2.24,2.36,1.81,2.5,28,1,Normal,Good
ALE-0393,ALE,Synth-2022,Null,Synthetic,Tech Failure,E-Banking,252.15,2,1.98,3.49,3.23,3.4,15,0,Normal,Good
ALE-1026,ALE,Synth-2022,Null,Synthetic,Phishing,Online Services,138.91,4,2.96,3.06,2.36,3.5,24,1,Normal,Good
OLE-0104,OLE,24-04-2022,24-04-2022,Actual,Data Breach,Payments,17.14,4,0.45,1.38,1,3.1,23,1,Normal,Good
ALE-0588,ALE,Synth-2022,Null,Synthetic,Phishing,ATM Network,251.42,1,2.19,2.51,2.35,3,17,2,Normal,Good
ALE-0586,ALE,Synth-2022,Null,Synthetic,Data Breach,Online Services,95.16,3,1.87,1.4,1.01,3.6,21,1,Normal,Good
ALE-1109,ALE,Synth-2022,Null,Synthetic,Data Breach,E-Banking,180.45,5,2.72,1.96,2.2,3.7,26,1,Normal,Good
OLE-0587,OLE,21-10-2023,21-10-2023,Actual,Tech Failure,Retail Banking,5,2,1.43,1.5,1,3.2,14,2,Normal,Good
ALE-1144,ALE,Synth-2022,Null,Synthetic,Cyber-Fraud,ATM Network,216.24,1,1.06,3.35,3.34,3.8,24,0,Normal,Good
ALE-0839,ALE,Synth-2022,Null,Synthetic,Data Breach,E-Banking,149.23,1,2.94,1.24,0.85,3.1,24,1,Normal,Good
ALE-0286,ALE,Synth-2022,Null,Synthetic,System Failure,E-Banking,195.88,4,2.33,2.06,1.41,3.7,15,2,Normal,Good
OLE-0054,OLE,19-11-2022,19-11-2022,Actual,Tech Failure,ATM Network,36.23,3,0.53,0.71,1,3.2,15,0,Normal,Good
OLE-0152,OLE,18-03-2022,18-03-2022,Actual,Tech Failure,Payments,66.06,4,0.74,0.62,1,3.1,17,0,Normal,Good
OLE-0404,OLE,24-09-2023,24-09-2023,Actual,Tech Failure,E-Banking,60.33,1,0.58,1.37,1,3.9,23,1,Normal,Good
ALE-0297,ALE,Synth-2022,Null,Synthetic,System Failure,ATM Network,108.52,4,0.87,1.5,1.06,3.6,19,2,Normal,Good
